type,term,canonical,occurrences,files,in_glossary,sample_files
"phrase","support functions","support functions",3,2,false,"02-Tai-Lieu-He-Thong\01-Quality-Manual\qms-man-001-qms-manual.html | 03-Tai-Lieu-Van-Hanh\03-Reference\01-ANNEX-100\annex-122-kpi-cascade-dictionary.html"
"phrase","surface finish","surface finish",3,3,true,"10-Training-Academy\01-Competency-System\02-Levels\14-C14-Drawing-GDT\C14-L1.html | 10-Training-Academy\01-Competency-System\02-Levels\14-C14-Drawing-GDT\C14-L2.html | 10-Training-Academy\02-Training-Content\01-Modules\C14.html"
"phrase","surface protection","surface protection",2,2,false,"02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\02-JD-Production\jd-deburr-team-lead.html | 02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\03-JD-Engineering\jd-cam-nc-programmer.html"
"phrase","Surface Treatment","surface treatment",3,3,false,"02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\02-JD-Production\jd-cleaning-packaging-technician.html | 02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\06-JD-Sales\jd-estimator.html | 10-Training-Academy\02-Training-Content\01-Modules\C15.html"
"phrase","suspect containment","suspect containment",4,4,false,"02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\04-JD-Quality\jd-qc-inspector-cmm-programmer-operator.html | 03-Tai-Lieu-Van-Hanh\01-SOPs\02-SOP-200\sop-202-customer-complaint-feedback-rma-and-escape.html | 03-Tai-Lieu-Van-Hanh\01-SOPs\06-SOP-600\sop-605-final-inspection-coc-and-shipment-release.html"
"phrase","suspect counterfeit","suspect counterfeit",3,3,false,"03-Tai-Lieu-Van-Hanh\01-SOPs\01-SOP-100\sop-103-risk-opportunity-fmea-and-control-plan.html | 03-Tai-Lieu-Van-Hanh\01-SOPs\04-SOP-400\sop-402-material-verification-traceability-and-counterfeit-prevention.html | 03-Tai-Lieu-Van-Hanh\01-SOPs\09-SOP-900\sop-901-internal-audit-and-lpa.html"
"phrase","suspect drift","suspect drift",2,1,false,"03-Tai-Lieu-Van-Hanh\01-SOPs\06-SOP-600\sop-601-calibration-and-gage-control.html"
"phrase","suspect material","suspect material",3,3,false,"03-Tai-Lieu-Van-Hanh\01-SOPs\04-SOP-400\sop-402-material-verification-traceability-and-counterfeit-prevention.html | 03-Tai-Lieu-Van-Hanh\03-Reference\03-ANNEX-300\annex-302-approved-materials-list.html | 10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-03.html"
"phrase","suspect population","suspect population",4,2,false,"03-Tai-Lieu-Van-Hanh\01-SOPs\02-SOP-200\sop-202-customer-complaint-feedback-rma-and-escape.html | 03-Tai-Lieu-Van-Hanh\01-SOPs\06-SOP-600\sop-606-ncr-capa-and-ipqc-reaction.html"
"phrase","suspect product","suspect product",7,7,false,"02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\04-JD-Quality\jd-qc-inspector-lead.html | 03-Tai-Lieu-Van-Hanh\01-SOPs\02-SOP-200\sop-202-customer-complaint-feedback-rma-and-escape.html | 03-Tai-Lieu-Van-Hanh\01-SOPs\09-SOP-900\sop-901-internal-audit-and-lpa.html"
"phrase","suspect-product segregation","suspect-product segregation",2,2,false,"02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\02-JD-Production\jd-cnc-operator.html | 02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\04-JD-Quality\jd-qc-inspector-lead.html"
"phrase","switching history","switching history",2,1,false,"03-Tai-Lieu-Van-Hanh\01-SOPs\06-SOP-600\sop-603-aql-sampling-inspection.html"
"phrase","switching state","switching state",5,1,false,"03-Tai-Lieu-Van-Hanh\01-SOPs\06-SOP-600\sop-603-aql-sampling-inspection.html"
"phrase","sync fail","sync fail",2,1,false,"10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-03.html"
"phrase","T2 LAM-T1-10Y-RECORD","T2 lam-t1-10y-record",2,1,false,"10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-26.html"
"phrase","tacky mat","tacky mat",2,1,false,"03-Tai-Lieu-Van-Hanh\02-Work-Instructions\07-WI-700\wi-711-cleanroom-entry-and-gowning.html"
"phrase","tactile test","tactile test",2,1,false,"03-Tai-Lieu-Van-Hanh\01-SOPs\05-SOP-500\sop-505-finishing-deburr-and-secondary-operations-control.html"
"phrase","tag Fail-Gate","tag fail-gate",3,1,false,"10-Training-Academy\03-System-Operations\02-Training-Ops\TRN-OPS-04.html"
"phrase","tag HOLD","tag HOLD",6,5,false,"03-Tai-Lieu-Van-Hanh\02-Work-Instructions\05-WI-500\wi-516-machine-operation-quick-card.html | 10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-07.html | 10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-08.html"
"phrase","tag lot","tag lot",2,2,false,"03-Tai-Lieu-Van-Hanh\02-Work-Instructions\05-WI-500\wi-519-job-packet-quick-check-and-pre-run-verification.html | 10-Training-Academy\02-Training-Content\03-Practice-Drills\drill-material-cert-specialprocess.html"
"phrase","tank ID","tank ID",2,1,false,"03-Tai-Lieu-Van-Hanh\02-Work-Instructions\07-WI-700\wi-712-ultrasonic-cleaning-standard-work.html"
"phrase","target KPI Level","target KPI level",2,2,false,"10-Training-Academy\01-Competency-System\02-Levels\06-C06-Problem-Solving-RCA\C06-L1.html | 10-Training-Academy\01-Competency-System\02-Levels\07-C07-Kaizen-Lean\C07-L1.html"
"phrase","team building","team building",2,1,true,"03-Tai-Lieu-Van-Hanh\03-Reference\08-ANNEX-800\annex-802-collective-bargaining-agreement.html"
"phrase","Team Lead","team lead",4,3,false,"10-Training-Academy\02-Training-Content\02-OJT-Guides\ojt-role-setup-teamlead.html | 10-Training-Academy\02-Training-Content\03-Practice-Drills\drill-daily-management-tier.html | 10-Training-Academy\04-Templates-Tools\role-roadmaps.html"
"phrase","Team leader","team leader",2,2,true,"10-Training-Academy\01-Competency-System\02-Levels\10-C10-CNC-Job-Order-Process\C10-L2.html | 10-Training-Academy\01-Competency-System\02-Levels\15-C15-Material-Science\C15-L1.html"
"phrase","Teams chat","teams chat",2,2,false,"10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-23.html | 10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-28.html"
"phrase","Technical Competency","technical competency",5,5,false,"10-Training-Academy\01-Competency-System\02-Levels\17-C17-CNC-Setup-CAM\C17-L1.html | 10-Training-Academy\01-Competency-System\02-Levels\17-C17-CNC-Setup-CAM\C17-L2.html | 10-Training-Academy\01-Competency-System\02-Levels\17-C17-CNC-Setup-CAM\C17-L3.html"
"phrase","technical log","technical log",6,3,false,"02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\03-JD-Engineering\jd-cam-nc-programmer.html | 02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\03-JD-Engineering\jd-engineering-lead-manager.html | 02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\03-JD-Engineering\jd-process-engineer.html"
"phrase","tem cal","tem cal",2,2,false,"10-Training-Academy\01-Competency-System\02-Levels\16-C16-Advanced-Metrology\C16-L1.html | 10-Training-Academy\02-Training-Content\03-Practice-Drills\drill-setup-firstarticle-ir.html"
"phrase","tem HOLD","tem HOLD",5,4,false,"10-Training-Academy\01-Competency-System\02-Levels\06-C06-Problem-Solving-RCA\C06-L1.html | 10-Training-Academy\01-Competency-System\02-Levels\15-C15-Material-Science\C15-L1.html | 10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-14.html"
"phrase","template controlled","template controlled",2,1,false,"10-Training-Academy\01-Competency-System\02-Levels\08-C08-Data-Driven-ERP\C08-L3.html"
"phrase","template Data Pack","template data pack",2,1,false,"10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-16.html"
"phrase","template Job Dossier","template job dossier",3,3,false,"02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\02-JD-Production\jd-production-planner.html | 10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-09.html | 10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-26.html"
"phrase","template job pack","template job pack",2,1,false,"10-Training-Academy\01-Competency-System\02-Levels\15-C15-Material-Science\C15-L3.html"
"phrase","template sai","template sai",2,2,false,"10-Training-Academy\01-Competency-System\02-Levels\17-C17-CNC-Setup-CAM\C17-L4.html | 10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-26.html"
"phrase","template setup sheet","template setup sheet",2,1,false,"10-Training-Academy\01-Competency-System\02-Levels\17-C17-CNC-Setup-CAM\C17-L4.html"
"phrase","temporary control","temporary control",2,2,false,"03-Tai-Lieu-Van-Hanh\01-SOPs\06-SOP-600\sop-606-ncr-capa-and-ipqc-reaction.html | 03-Tai-Lieu-Van-Hanh\01-SOPs\09-SOP-900\sop-902-management-review.html"
"phrase","temporary deviation","temporary deviation",2,2,false,"03-Tai-Lieu-Van-Hanh\01-SOPs\01-SOP-100\sop-106-change-and-configuration-management.html | 03-Tai-Lieu-Van-Hanh\03-Reference\04-ANNEX-400\annex-403-approved-processor-list.html"
"phrase","test alert","test alert",2,1,false,"10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-08.html"
"phrase","Test blueprint","test blueprint",30,29,true,"10-Training-Academy\01-Competency-System\02-Levels\01-C01-Safety-5S\C01-L1.html | 10-Training-Academy\01-Competency-System\02-Levels\01-C01-Safety-5S\C01-L2.html | 10-Training-Academy\01-Competency-System\02-Levels\01-C01-Safety-5S\C01-L3.html"
"phrase","Test blueprint Blueprint","test blueprint blueprint",12,12,false,"10-Training-Academy\01-Competency-System\02-Levels\11-C11-Sales-Contract-Review\C11-L1.html | 10-Training-Academy\01-Competency-System\02-Levels\11-C11-Sales-Contract-Review\C11-L2.html | 10-Training-Academy\01-Competency-System\02-Levels\11-C11-Sales-Contract-Review\C11-L3.html"
"phrase","Test evidence","test evidence",3,3,false,"02-Tai-Lieu-He-Thong\03-Organization\02-Department-Handbooks\dept-epicor-handbook.html | 03-Tai-Lieu-Van-Hanh\03-Reference\01-ANNEX-100\annex-110-dashboard-kpi-dictionary-and-data-model.html | 10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-10.html"
"phrase","test tay","test tay",24,24,false,"10-Training-Academy\01-Competency-System\02-Levels\08-C08-Data-Driven-ERP\C08-L1.html | 10-Training-Academy\01-Competency-System\02-Levels\08-C08-Data-Driven-ERP\C08-L2.html | 10-Training-Academy\01-Competency-System\02-Levels\08-C08-Data-Driven-ERP\C08-L3.html"
"phrase","test truy","test truy",4,3,false,"03-Tai-Lieu-Van-Hanh\01-SOPs\01-SOP-100\sop-104-data-governance-records-security-and-ip-protection.html | 10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-23.html | 10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-28.html"
"phrase","TEST VOID","TEST VOID",2,1,false,"03-Tai-Lieu-Van-Hanh\02-Work-Instructions\07-WI-700\wi-715-helium-leak-test-standard-work.html"
"phrase","tham gia","tham gia",79,56,false,"02-Tai-Lieu-He-Thong\03-Organization\02-Department-Handbooks\dept-ehs-handbook.html | 02-Tai-Lieu-He-Thong\03-Organization\02-Department-Handbooks\dept-finance-handbook.html | 02-Tai-Lieu-He-Thong\03-Organization\02-Department-Handbooks\dept-hr-handbook.html"
"phrase","tham gia Tier","tham gia tier",2,2,false,"02-Tai-Lieu-He-Thong\03-Organization\02-Department-Handbooks\dept-quality-handbook.html | 02-Tai-Lieu-He-Thong\03-Organization\02-Department-Handbooks\dept-supply-chain-handbook.html"
"phrase","tham quan","tham quan",3,2,false,"10-Training-Academy\01-Competency-System\02-Levels\05-C05-Customer-Service-B2B\C05-L1.html | 10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-18.html"
"phrase","Thang authority","thang authority",2,1,false,"03-Tai-Lieu-Van-Hanh\03-Reference\01-ANNEX-100\annex-120-authority-matrix.html"
"phrase","thang escalation","thang escalation",2,2,false,"03-Tai-Lieu-Van-Hanh\02-Work-Instructions\02-WI-200\wi-202-daily-management-tier-meetings-kpi-and-escalation.html | 03-Tai-Lieu-Van-Hanh\02-Work-Instructions\06-WI-600\wi-606-suspect-product-containment-segregation-and-reaction.html"
"phrase","thay Buyer","thay buyer",2,1,false,"02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\05-JD-Supply-Chain\jd-supply-chain-manager.html"
"phrase","thay CEO","thay CEO",3,3,false,"02-Tai-Lieu-He-Thong\03-Organization\02-Department-Handbooks\dept-hr-handbook.html | 02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\07-JD-Finance\jd-finance-manager.html | 03-Tai-Lieu-Van-Hanh\03-Reference\01-ANNEX-100\annex-123-deputy-backup-matrix.html"
"phrase","thay Coaching","thay coaching",4,4,false,"10-Training-Academy\01-Competency-System\02-Levels\19-C19-Leadership-Coaching\C19-L1.html | 10-Training-Academy\01-Competency-System\02-Levels\19-C19-Leadership-Coaching\C19-L2.html | 10-Training-Academy\01-Competency-System\02-Levels\19-C19-Leadership-Coaching\C19-L3.html"
"phrase","thay dao","thay dao",25,16,false,"02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\02-JD-Production\jd-cnc-operator.html | 02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\02-JD-Production\jd-setup-technician.html | 03-Tai-Lieu-Van-Hanh\01-SOPs\05-SOP-500\sop-502-cnc-machining-operations.html"
"phrase","thay Engineering","thay engineering",2,2,false,"02-Tai-Lieu-He-Thong\03-Organization\02-Department-Handbooks\dept-quality-handbook.html | 02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\02-JD-Production\jd-production-engineer-industrial-engineer.html"
"phrase","thay Estimator","thay estimator",2,1,false,"02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\06-JD-Sales\jd-customer-service.html"
"phrase","thay file","thay file",2,2,false,"03-Tai-Lieu-Van-Hanh\01-SOPs\01-SOP-100\sop-101-document-and-data-control.html | 03-Tai-Lieu-Van-Hanh\01-SOPs\03-SOP-300\sop-303-engineering-release-baseline-package-and-job-snapshot-control.html"
"phrase","thay gage","thay gage",2,2,false,"10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-26.html | 10-Training-Academy\03-System-Operations\02-Training-Ops\TRN-OPS-02.html"
"phrase","thay handbook","thay handbook",2,2,false,"02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\index.html | 03-Tai-Lieu-Van-Hanh\01-SOPs\09-SOP-900\sop-902-management-review.html"
"phrase","thay holder","thay holder",2,2,false,"03-Tai-Lieu-Van-Hanh\02-Work-Instructions\05-WI-500\wi-519-job-packet-quick-check-and-pre-run-verification.html | 03-Tai-Lieu-Van-Hanh\03-Reference\03-ANNEX-300\annex-301-setup-sheet-and-tool-list-standard.html"
"phrase","thay HR","thay HR",2,1,false,"02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\07-JD-Finance\jd-general-ledger-and-payroll-accountant.html"
"phrase","thay insert","thay insert",2,2,false,"03-Tai-Lieu-Van-Hanh\01-SOPs\05-SOP-500\sop-502-cnc-machining-operations.html | 03-Tai-Lieu-Van-Hanh\02-Work-Instructions\05-WI-500\wi-519-job-packet-quick-check-and-pre-run-verification.html"
"phrase","thay line","thay line",9,1,false,"10-Training-Academy\03-System-Operations\02-Training-Ops\TRN-OPS-01.html"
"phrase","thay logic","thay logic",2,2,false,"03-Tai-Lieu-Van-Hanh\01-SOPs\01-SOP-100\sop-107-communication-management.html | 03-Tai-Lieu-Van-Hanh\02-Work-Instructions\09-WI-900\wi-901-performance-dashboard.html"
"phrase","thay lot","thay lot",2,1,false,"03-Tai-Lieu-Van-Hanh\02-Work-Instructions\05-WI-500\wi-519-job-packet-quick-check-and-pre-run-verification.html"
"phrase","thay Planner","thay planner",7,3,false,"02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\02-JD-Production\jd-production-engineer-industrial-engineer.html | 02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\05-JD-Supply-Chain\jd-supply-chain-manager.html | 03-Tai-Lieu-Van-Hanh\03-Reference\05-ANNEX-500\annex-503-cnc-operating-model-and-role-boundary.html"
"phrase","thay Process Engineer","thay process engineer",3,2,false,"02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\03-JD-Engineering\jd-cam-nc-programmer.html | 02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\03-JD-Engineering\jd-dfm-engineer.html"
"phrase","thay process owner","thay process owner",4,2,false,"02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\04-JD-Quality\jd-internal-auditor-outsource.html | 03-Tai-Lieu-Van-Hanh\03-Reference\05-ANNEX-500\annex-503-cnc-operating-model-and-role-boundary.html"
"phrase","thay QA","thay QA",7,4,false,"02-Tai-Lieu-He-Thong\03-Organization\02-Department-Handbooks\dept-ehs-handbook.html | 02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\02-JD-Production\jd-production-engineer-industrial-engineer.html | 02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\05-JD-Supply-Chain\jd-supply-chain-manager.html"
"phrase","thay QA Manager","thay QA manager",3,2,false,"02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\04-JD-Quality\jd-qc-inspector-lead.html | 03-Tai-Lieu-Van-Hanh\03-Reference\01-ANNEX-100\annex-123-deputy-backup-matrix.html"
"phrase","thay QC","thay QC",4,2,false,"02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\04-JD-Quality\jd-metrology-and-calibration-specialist.html | 02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\04-JD-Quality\jd-quality-engineer.html"
"phrase","thay QMS","thay QMS",2,1,false,"02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\04-JD-Quality\jd-quality-engineer.html"
"phrase","thay Quality","thay quality",2,1,false,"02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\05-JD-Supply-Chain\jd-supply-chain-manager.html"
"phrase","thay Quality Engineer","thay quality engineer",2,1,false,"02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\04-JD-Quality\jd-qc-inspector-lead.html"
"phrase","thay seal","thay seal",2,2,false,"03-Tai-Lieu-Van-Hanh\02-Work-Instructions\07-WI-700\wi-715-helium-leak-test-standard-work.html | 03-Tai-Lieu-Van-Hanh\03-Reference\06-ANNEX-600\annex-606-surface-finish-vacuum-compatibility.html"
"phrase","thay Setup","thay setup",2,1,false,"02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\05-JD-Supply-Chain\jd-tool-crib-tool-storekeeper.html"
"phrase","thay shopfloor","thay shopfloor",2,1,false,"02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\03-JD-Engineering\jd-cam-nc-programmer.html"
"phrase","thay SOP","thay SOP",2,2,false,"03-Tai-Lieu-Van-Hanh\03-Reference\01-ANNEX-100\annex-106-iso9001-matrix-full.html | 03-Tai-Lieu-Van-Hanh\03-Reference\04-ANNEX-400\annex-402-outsource-special-process-pack.html"
"phrase","thay tool","thay tool",11,7,false,"02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\02-JD-Production\jd-cnc-operator.html | 03-Tai-Lieu-Van-Hanh\01-SOPs\05-SOP-500\sop-502-cnc-machining-operations.html | 03-Tai-Lieu-Van-Hanh\01-SOPs\05-SOP-500\sop-504-program-release-setup-first-piece-changeover-and-work-transfer-control.html"
"phrase","thay transaction","thay transaction",2,2,false,"03-Tai-Lieu-Van-Hanh\01-SOPs\04-SOP-400\sop-402-material-verification-traceability-and-counterfeit-prevention.html | 03-Tai-Lieu-Van-Hanh\03-Reference\01-ANNEX-100\annex-109-power-automate-flows-and-approvals-spec.html"
"phrase","thay WI","thay WI",2,1,false,"03-Tai-Lieu-Van-Hanh\03-Reference\05-ANNEX-500\annex-507-poka-yoke-cnc-examples.html"
"phrase","thay Workshop Manager","thay workshop manager",2,2,false,"02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\02-JD-Production\jd-production-engineer-industrial-engineer.html | 03-Tai-Lieu-Van-Hanh\03-Reference\05-ANNEX-500\annex-503-cnc-operating-model-and-role-boundary.html"
"phrase","thinking Skill","thinking skill",2,2,false,"10-Training-Academy\01-Competency-System\02-Levels\06-C06-Problem-Solving-RCA\C06-L4.html | 10-Training-Academy\01-Competency-System\02-Levels\07-C07-Kaizen-Lean\C07-L4.html"
"phrase","thread callout","thread callout",3,1,false,"10-Training-Academy\01-Competency-System\02-Levels\14-C14-Drawing-GDT\C14-L1.html"
"phrase","Throughput Accounting","throughput accounting",4,4,false,"10-Training-Academy\01-Competency-System\02-Levels\12-C12-Estimating-Costing\C12-L1.html | 10-Training-Academy\01-Competency-System\02-Levels\12-C12-Estimating-Costing\C12-L2.html | 10-Training-Academy\01-Competency-System\02-Levels\12-C12-Estimating-Costing\C12-L3.html"
"phrase","Tick Yes","tick yes",2,1,false,"10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-03.html"
"phrase","Tier board","tier board",8,1,false,"10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-07.html"
"phrase","Tier cadence","tier cadence",8,4,false,"10-Training-Academy\01-Competency-System\02-Levels\08-C08-Data-Driven-ERP\C08-L3.html | 10-Training-Academy\01-Competency-System\02-Levels\09-C09-Time-Management\C09-L3.html | 10-Training-Academy\01-Competency-System\02-Levels\10-C10-CNC-Job-Order-Process\C10-L3.html"
"phrase","tier management","tier management",2,2,false,"03-Tai-Lieu-Van-Hanh\01-SOPs\09-SOP-900\sop-901-internal-audit-and-lpa.html | 03-Tai-Lieu-Van-Hanh\02-Work-Instructions\09-WI-900\wi-901-performance-dashboard.html"
"phrase","tier meeting","tier meeting",36,14,true,"02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\01-JD-Executive\jd-production-director.html | 02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\02-JD-Production\jd-production-engineer-industrial-engineer.html | 02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\02-JD-Production\jd-shift-leader.html"
"phrase","tier meetings","tier meetings",2,2,false,"03-Tai-Lieu-Van-Hanh\02-Work-Instructions\09-WI-900\wi-901-performance-dashboard.html | 10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-07.html"
"phrase","Tier Meetings Cadence","tier meetings cadence",2,2,false,"02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\02-JD-Production\jd-shift-leader.html | 10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-07.html"
"phrase","tiering NCC","tiering NCC",2,1,false,"10-Training-Academy\01-Competency-System\02-Levels\15-C15-Material-Science\C15-L4.html"
"phrase","tiering PUR","tiering PUR",2,1,false,"10-Training-Academy\01-Competency-System\02-Levels\15-C15-Material-Science\C15-L4.html"
"phrase","tightened inspection","tightened inspection",3,2,true,"03-Tai-Lieu-Van-Hanh\01-SOPs\06-SOP-600\sop-603-aql-sampling-inspection.html | 03-Tai-Lieu-Van-Hanh\03-Reference\06-ANNEX-600\annex-601-aql-method-reference.html"
"phrase","time entry","time entry",8,6,false,"03-Tai-Lieu-Van-Hanh\01-SOPs\08-SOP-800\sop-801-competence-training-and-certification.html | 03-Tai-Lieu-Van-Hanh\03-Reference\01-ANNEX-100\annex-110-dashboard-kpi-dictionary-and-data-model.html | 03-Tai-Lieu-Van-Hanh\03-Reference\05-ANNEX-500\annex-501-dispatch-capacity-wip-rules.html"
"phrase","time entry compliance","time entry compliance",2,1,false,"03-Tai-Lieu-Van-Hanh\03-Reference\01-ANNEX-100\annex-110-dashboard-kpi-dictionary-and-data-model.html"
"phrase","Time Management","time management",5,5,false,"10-Training-Academy\01-Competency-System\02-Levels\09-C09-Time-Management\C09-L1.html | 10-Training-Academy\01-Competency-System\02-Levels\09-C09-Time-Management\C09-L2.html | 10-Training-Academy\01-Competency-System\02-Levels\09-C09-Time-Management\C09-L3.html"
"phrase","time pressure","time pressure",2,2,false,"03-Tai-Lieu-Van-Hanh\01-SOPs\01-SOP-100\sop-103-risk-opportunity-fmea-and-control-plan.html | 03-Tai-Lieu-Van-Hanh\01-SOPs\08-SOP-800\sop-804-human-factors-and-error-proofing.html"
"phrase","time stamp","time stamp",2,1,false,"03-Tai-Lieu-Van-Hanh\02-Work-Instructions\06-WI-600\wi-604-spc-chart-use-process-capability-and-reaction.html"
"phrase","time study","time study",4,3,true,"02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\02-JD-Production\jd-production-engineer-industrial-engineer.html | 03-Tai-Lieu-Van-Hanh\02-Work-Instructions\05-WI-500\wi-517-setup-changeover-smed-standard-work.html | 10-Training-Academy\01-Competency-System\02-Levels\12-C12-Estimating-Costing\C12-L3.html"
"phrase","time study capacity model bottleneck","time study capacity model bottleneck",2,1,false,"02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\02-JD-Production\jd-production-engineer-industrial-engineer.html"
"phrase","Timesheet vs estimate","timesheet vs estimate",4,4,false,"10-Training-Academy\01-Competency-System\02-Levels\12-C12-Estimating-Costing\C12-L1.html | 10-Training-Academy\01-Competency-System\02-Levels\12-C12-Estimating-Costing\C12-L2.html | 10-Training-Academy\01-Competency-System\02-Levels\12-C12-Estimating-Costing\C12-L3.html"
"phrase","tin CTQ","tin CTQ",2,2,false,"10-Training-Academy\01-Competency-System\02-Levels\15-C15-Material-Science\C15-L1.html | 10-Training-Academy\01-Competency-System\02-Levels\15-C15-Material-Science\C15-L2.html"
"phrase","tin Job","tin job",14,14,false,"10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-21.html | 10-Training-Academy\03-System-Operations\03-MRR-Pack\mrr-01-job-dossier.html | 10-Training-Academy\03-System-Operations\03-MRR-Pack\mrr-02-setup-fai.html"
"phrase","tin job order","tin job order",2,2,false,"10-Training-Academy\01-Competency-System\01-Framework\competency-metrics.html | 10-Training-Academy\01-Competency-System\02-Levels\04-C04-Cross-Dept-Communication\C04-L2.html"
"phrase","tin OJT output","tin OJT output",4,4,false,"10-Training-Academy\01-Competency-System\02-Levels\10-C10-CNC-Job-Order-Process\C10-L1.html | 10-Training-Academy\01-Competency-System\02-Levels\10-C10-CNC-Job-Order-Process\C10-L2.html | 10-Training-Academy\01-Competency-System\02-Levels\10-C10-CNC-Job-Order-Process\C10-L3.html"
"phrase","tin part nghi","tin part nghi",2,2,false,"02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\02-JD-Production\jd-cnc-operator.html | 02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\02-JD-Production\jd-deburr-technician.html"
"phrase","tin quan","tin quan",4,4,false,"10-Training-Academy\01-Competency-System\02-Levels\04-C04-Cross-Dept-Communication\C04-L1.html | 10-Training-Academy\01-Competency-System\02-Levels\04-C04-Cross-Dept-Communication\C04-L2.html | 10-Training-Academy\01-Competency-System\02-Levels\04-C04-Cross-Dept-Communication\C04-L3.html"
"phrase","tin sai","tin sai",7,6,false,"02-Tai-Lieu-He-Thong\03-Organization\02-Department-Handbooks\dept-sales-and-customer-service-handbook.html | 03-Tai-Lieu-Van-Hanh\01-SOPs\01-SOP-100\sop-107-communication-management.html | 10-Training-Academy\01-Competency-System\02-Levels\04-C04-Cross-Dept-Communication\C04-L1.html"
"phrase","tin setup","tin setup",2,2,false,"02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\02-JD-Production\jd-setup-technician.html | 03-Tai-Lieu-Van-Hanh\01-SOPs\05-SOP-500\sop-504-program-release-setup-first-piece-changeover-and-work-transfer-control.html"
