term,canonical,occurrences,files,in_glossary,sample_files
"owner list","owner list",2,2,false,"03-Tai-Lieu-Van-Hanh\01-SOPs\01-SOP-100\sop-102-quality-policy-objectives-and-organizational-context.html | 10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-08.html"
"Owner MRR","owner MRR",2,2,false,"10-Training-Academy\02-Training-Content\03-Practice-Drills\drill-joborder-e2e.html | 10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-24.html"
"Owner MRR Gate","owner MRR gate",10,10,false,"10-Training-Academy\02-Training-Content\03-Practice-Drills\drill-cam-release-changecontrol.html | 10-Training-Academy\02-Training-Content\03-Practice-Drills\drill-cost-waste-tool-scrap.html | 10-Training-Academy\02-Training-Content\03-Practice-Drills\drill-customer-ctq-translation.html"
"owner program NC","owner program NC",2,1,false,"02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\03-JD-Engineering\jd-dfm-engineer.html"
"owner Ship","owner ship",2,2,false,"03-Tai-Lieu-Van-Hanh\01-SOPs\08-SOP-800\sop-803-invoicing-job-costing-and-arap.html | 10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-04.html"
"owner sign-off","owner sign-off",3,3,false,"03-Tai-Lieu-Van-Hanh\03-Reference\01-ANNEX-100\annex-101-role-based-access-map.html | 03-Tai-Lieu-Van-Hanh\03-Reference\01-ANNEX-100\annex-113-dashboard-deployment-access-and-refresh-control.html | 10-Training-Academy\04-Templates-Tools\role-roadmaps.html"
"Owner SSOT path","owner SSOT path",6,6,false,"10-Training-Academy\03-System-Operations\03-MRR-Pack\mrr-g0-rfq-quote.html | 10-Training-Academy\03-System-Operations\03-MRR-Pack\mrr-g1-contract-kickoff.html | 10-Training-Academy\03-System-Operations\03-MRR-Pack\mrr-g2-engineering-release.html"
"owner Supervisor","owner supervisor",2,1,false,"10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-07.html"
"owner thay","owner thay",38,38,false,"02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\01-JD-Executive\jd-chief-executive-officer.html | 02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\01-JD-Executive\jd-production-director.html | 02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\02-JD-Production\jd-cleaning-and-packaging-supervisor.html"
"pack build","pack build",3,2,false,"03-Tai-Lieu-Van-Hanh\02-Work-Instructions\02-WI-200\wi-203-job-dossier-evidence-pack-and-record-completeness.html | 03-Tai-Lieu-Van-Hanh\02-Work-Instructions\07-WI-700\wi-721-fod-prevention-line-clearance-and-tool-accountability.html"
"pack checklist","pack checklist",2,2,false,"02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\02-JD-Production\jd-cleaning-and-packaging-supervisor.html | 03-Tai-Lieu-Van-Hanh\01-SOPs\07-SOP-700\sop-702-contamination-control-and-cleanliness.html"
"pack condition","pack condition",3,1,false,"03-Tai-Lieu-Van-Hanh\01-SOPs\07-SOP-700\sop-701-receiving-packaging-handling-and-storage.html"
"pack control","pack control",4,2,false,"03-Tai-Lieu-Van-Hanh\03-Reference\01-ANNEX-100\annex-110-dashboard-kpi-dictionary-and-data-model.html | 03-Tai-Lieu-Van-Hanh\03-Reference\01-ANNEX-100\annex-113-dashboard-deployment-access-and-refresh-control.html"
"pack count","pack count",4,2,false,"03-Tai-Lieu-Van-Hanh\01-SOPs\06-SOP-600\sop-605-final-inspection-coc-and-shipment-release.html | 03-Tai-Lieu-Van-Hanh\02-Work-Instructions\06-WI-600\wi-605-final-inspection-coc-and-shipment-release-handoff.html"
"pack Danh","pack danh",2,2,false,"02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\04-JD-Quality\jd-qms-engineer.html | 02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\10-JD-IT\jd-epicor-system-administrator.html"
"pack evidence","pack evidence",5,4,false,"03-Tai-Lieu-Van-Hanh\01-SOPs\06-SOP-600\sop-605-final-inspection-coc-and-shipment-release.html | 03-Tai-Lieu-Van-Hanh\02-Work-Instructions\02-WI-200\wi-203-job-dossier-evidence-pack-and-record-completeness.html | 03-Tai-Lieu-Van-Hanh\03-Reference\06-ANNEX-600\annex-603-quality-package-levels-qpl.html"
"Pack ID","pack ID",3,3,false,"03-Tai-Lieu-Van-Hanh\01-SOPs\07-SOP-700\sop-702-contamination-control-and-cleanliness.html | 03-Tai-Lieu-Van-Hanh\03-Reference\05-ANNEX-500\annex-502-gate-mrr-and-execution-synchronization-pack.html | 03-Tai-Lieu-Van-Hanh\03-Reference\07-ANNEX-700\annex-702-packaging-labeling-spec.html"
"pack index","pack index",2,2,false,"03-Tai-Lieu-Van-Hanh\03-Reference\06-ANNEX-600\annex-603-quality-package-levels-qpl.html | 10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-28.html"
"pack integrity","pack integrity",2,2,false,"03-Tai-Lieu-Van-Hanh\01-SOPs\07-SOP-700\sop-702-contamination-control-and-cleanliness.html | 03-Tai-Lieu-Van-Hanh\03-Reference\04-ANNEX-400\annex-402-outsource-special-process-pack.html"
"pack link","pack link",2,2,false,"03-Tai-Lieu-Van-Hanh\01-SOPs\02-SOP-200\sop-201-order-fulfillment-rfq-to-cash.html | 03-Tai-Lieu-Van-Hanh\02-Work-Instructions\06-WI-600\wi-605-final-inspection-coc-and-shipment-release-handoff.html"
"pack links","pack links",2,2,false,"03-Tai-Lieu-Van-Hanh\01-SOPs\09-SOP-900\sop-902-management-review.html | 10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-28.html"
"pack list","pack list",6,5,true,"02-Tai-Lieu-He-Thong\03-Organization\02-Department-Handbooks\dept-supply-chain-handbook.html | 02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\02-JD-Production\jd-cleaning-and-packaging-supervisor.html | 03-Tai-Lieu-Van-Hanh\01-SOPs\06-SOP-600\sop-605-final-inspection-coc-and-shipment-release.html"
"pack Metric","pack metric",2,2,false,"10-Training-Academy\01-Competency-System\02-Levels\06-C06-Problem-Solving-RCA\C06-L4.html | 10-Training-Academy\01-Competency-System\02-Levels\07-C07-Kaizen-Lean\C07-L4.html"
"pack MR-ready","pack mr-ready",2,1,false,"03-Tai-Lieu-Van-Hanh\02-Work-Instructions\09-WI-900\wi-901-performance-dashboard.html"
"pack outsource","pack outsource",3,3,false,"03-Tai-Lieu-Van-Hanh\01-SOPs\02-SOP-200\sop-201-order-fulfillment-rfq-to-cash.html | 03-Tai-Lieu-Van-Hanh\01-SOPs\04-SOP-400\sop-401-supplier-control-and-special-process.html | 03-Tai-Lieu-Van-Hanh\03-Reference\04-ANNEX-400\annex-402-outsource-special-process-pack.html"
"pack plan","pack plan",2,2,false,"02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\02-JD-Production\jd-cleaning-and-packaging-supervisor.html | 03-Tai-Lieu-Van-Hanh\01-SOPs\06-SOP-600\sop-603-aql-sampling-inspection.html"
"pack spec","pack spec",3,2,false,"03-Tai-Lieu-Van-Hanh\01-SOPs\01-SOP-100\sop-106-change-and-configuration-management.html | 03-Tai-Lieu-Van-Hanh\02-Work-Instructions\02-WI-200\wi-206-ship-release-pack-sscc-label-and-pack-reconciliation.html"
"pack structure","pack structure",5,2,false,"03-Tai-Lieu-Van-Hanh\01-SOPs\09-SOP-900\sop-903-continual-improvement-and-kaizen.html | 03-Tai-Lieu-Van-Hanh\02-Work-Instructions\02-WI-200\wi-206-ship-release-pack-sscc-label-and-pack-reconciliation.html"
"pack Supplier change uncontrolled","pack supplier change uncontrolled",2,2,false,"10-Training-Academy\01-Competency-System\02-Levels\10-C10-CNC-Job-Order-Process\C10-L4.html | 10-Training-Academy\01-Competency-System\02-Levels\13-C13-Risk-Revision-Control\C13-L4.html"
"pack xem","pack xem",2,1,false,"03-Tai-Lieu-Van-Hanh\02-Work-Instructions\09-WI-900\wi-901-performance-dashboard.html"
"package condition","package condition",3,3,false,"02-Tai-Lieu-He-Thong\01-Quality-Manual\qms-man-001-qms-manual.html | 02-Tai-Lieu-He-Thong\03-Organization\02-Department-Handbooks\dept-supply-chain-handbook.html | 03-Tai-Lieu-Van-Hanh\01-SOPs\05-SOP-500\sop-505-finishing-deburr-and-secondary-operations-control.html"
"package level","package level",3,2,false,"02-Tai-Lieu-He-Thong\01-Quality-Manual\qms-man-001-qms-manual.html | 03-Tai-Lieu-Van-Hanh\01-SOPs\06-SOP-600\sop-605-final-inspection-coc-and-shipment-release.html"
"Packaging Checklist","packaging checklist",3,3,false,"02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\02-JD-Production\jd-cleaning-and-packaging-supervisor.html | 02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\02-JD-Production\jd-cleaning-packaging-technician.html | 10-Training-Academy\03-System-Operations\03-MRR-Pack\mrr-g4-final-ship-packet.html"
"Packaging Checklist Academy","packaging checklist academy",3,3,false,"02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\02-JD-Production\jd-deburr-team-lead.html | 02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\02-JD-Production\jd-deburr-technician.html | 02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\05-JD-Supply-Chain\jd-logistics-shipping-coordinator.html"
"packaging condition","packaging condition",2,2,false,"02-Tai-Lieu-He-Thong\03-Organization\02-Department-Handbooks\dept-production-handbook.html | 03-Tai-Lieu-Van-Hanh\02-Work-Instructions\02-WI-200\wi-206-ship-release-pack-sscc-label-and-pack-reconciliation.html"
"packaging integrity","packaging integrity",3,3,false,"03-Tai-Lieu-Van-Hanh\01-SOPs\02-SOP-200\sop-202-customer-complaint-feedback-rma-and-escape.html | 03-Tai-Lieu-Van-Hanh\01-SOPs\04-SOP-400\sop-402-material-verification-traceability-and-counterfeit-prevention.html | 03-Tai-Lieu-Van-Hanh\01-SOPs\07-SOP-700\sop-701-receiving-packaging-handling-and-storage.html"
"packaging level","packaging level",4,4,false,"10-Training-Academy\01-Competency-System\02-Levels\12-C12-Estimating-Costing\C12-L1.html | 10-Training-Academy\01-Competency-System\02-Levels\12-C12-Estimating-Costing\C12-L2.html | 10-Training-Academy\01-Competency-System\02-Levels\12-C12-Estimating-Costing\C12-L3.html"
"packaging material","packaging material",3,3,false,"03-Tai-Lieu-Van-Hanh\01-SOPs\01-SOP-100\sop-108-operational-contingency-plan.html | 03-Tai-Lieu-Van-Hanh\02-Work-Instructions\07-WI-700\wi-721-fod-prevention-line-clearance-and-tool-accountability.html | 03-Tai-Lieu-Van-Hanh\03-Reference\07-ANNEX-700\annex-703-warehouse-location-fifo-rules.html"
"packaging note","packaging note",2,2,false,"02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\03-JD-Engineering\jd-engineering-lead-manager.html | 03-Tai-Lieu-Van-Hanh\01-SOPs\03-SOP-300\sop-303-engineering-release-baseline-package-and-job-snapshot-control.html"
"packaging spec","packaging spec",3,3,false,"03-Tai-Lieu-Van-Hanh\02-Work-Instructions\07-WI-700\wi-721-fod-prevention-line-clearance-and-tool-accountability.html | 03-Tai-Lieu-Van-Hanh\03-Reference\07-ANNEX-700\annex-701-gs1-sscc-data-dictionary-and-pack-reconciliation.html | 10-Training-Academy\01-Competency-System\02-Levels\13-C13-Risk-Revision-Control\C13-L2.html"
"Packaging Supervisor","packaging supervisor",8,4,false,"02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\02-JD-Production\jd-cleaning-and-packaging-supervisor.html | 02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\02-JD-Production\jd-cleaning-packaging-technician.html | 02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\02-JD-Production\jd-deburr-team-lead.html"
"Packaging Technician","packaging technician",8,4,false,"02-Tai-Lieu-He-Thong\03-Organization\02-Department-Handbooks\dept-production-handbook.html | 02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\02-JD-Production\jd-cleaning-packaging-technician.html | 03-Tai-Lieu-Van-Hanh\01-SOPs\07-SOP-700\sop-702-contamination-control-and-cleanliness.html"
"PackagingChecks PASS","packagingchecks PASS",3,2,false,"10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-05.html | 10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-09.html"
"packet complete","packet complete",2,2,false,"10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-06.html | 10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-17.html"
"PacketComplete No","packetcomplete no",2,2,false,"10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-05.html | 10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-09.html"
"PacketComplete PASS","packetcomplete PASS",2,2,false,"03-Tai-Lieu-Van-Hanh\03-Reference\07-ANNEX-700\annex-701-gs1-sscc-data-dictionary-and-pack-reconciliation.html | 10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-04.html"
"PacketComplete Yes","packetcomplete yes",3,2,false,"10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-03.html | 10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-05.html"
"packing checklist","packing checklist",2,2,false,"03-Tai-Lieu-Van-Hanh\01-SOPs\07-SOP-700\sop-701-receiving-packaging-handling-and-storage.html | 10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-26.html"
"packing evidence","packing evidence",2,2,false,"03-Tai-Lieu-Van-Hanh\01-SOPs\07-SOP-700\sop-702-contamination-control-and-cleanliness.html | 10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-21.html"
"packing spec","packing spec",3,2,true,"02-Tai-Lieu-He-Thong\03-Organization\02-Department-Handbooks\dept-production-handbook.html | 03-Tai-Lieu-Van-Hanh\01-SOPs\07-SOP-700\sop-701-receiving-packaging-handling-and-storage.html"
"pain point","pain point",3,1,false,"03-Tai-Lieu-Van-Hanh\01-SOPs\09-SOP-900\sop-903-continual-improvement-and-kaizen.html"
"parent lot","parent lot",6,1,false,"03-Tai-Lieu-Van-Hanh\01-SOPs\04-SOP-400\sop-402-material-verification-traceability-and-counterfeit-prevention.html"
"Pareto sai","pareto sai",2,2,false,"10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-02.html | 10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-03.html"
"Pareto top","pareto top",3,1,false,"10-Training-Academy\01-Competency-System\02-Levels\08-C08-Data-Driven-ERP\C08-L3.html"
"part classification","part classification",3,1,false,"03-Tai-Lieu-Van-Hanh\01-SOPs\03-SOP-300\sop-301-engineering-dfm-quoting-and-machining-planning.html"
"part condition","part condition",3,2,false,"03-Tai-Lieu-Van-Hanh\01-SOPs\07-SOP-700\sop-701-receiving-packaging-handling-and-storage.html | 10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-21.html"
"part critical","part critical",2,1,false,"03-Tai-Lieu-Van-Hanh\03-Reference\04-ANNEX-400\annex-403-approved-processor-list.html"
"part fail","part fail",2,1,false,"10-Training-Academy\01-Competency-System\02-Levels\17-C17-CNC-Setup-CAM\C17-L2.html"
"part family","part family",27,19,false,"02-Tai-Lieu-He-Thong\03-Organization\02-Department-Handbooks\dept-quality-handbook.html | 02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\02-JD-Production\jd-production-engineer-industrial-engineer.html | 02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\03-JD-Engineering\jd-dfm-engineer.html"
"part gia","part gia",2,2,false,"03-Tai-Lieu-Van-Hanh\01-SOPs\06-SOP-600\sop-605-final-inspection-coc-and-shipment-release.html | 03-Tai-Lieu-Van-Hanh\03-Reference\07-ANNEX-700\annex-702-packaging-labeling-spec.html"
"part ID","part ID",6,3,false,"03-Tai-Lieu-Van-Hanh\01-SOPs\05-SOP-500\sop-505-finishing-deburr-and-secondary-operations-control.html | 03-Tai-Lieu-Van-Hanh\01-SOPs\07-SOP-700\sop-701-receiving-packaging-handling-and-storage.html | 03-Tai-Lieu-Van-Hanh\01-SOPs\07-SOP-700\sop-703-product-safety-conformity-and-fod-prevention.html"
"part identification","part identification",2,2,false,"02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\04-JD-Quality\jd-qc-inspector-cmm-programmer-operator.html | 03-Tai-Lieu-Van-Hanh\01-SOPs\04-SOP-400\sop-402-material-verification-traceability-and-counterfeit-prevention.html"
"part label","part label",3,2,false,"03-Tai-Lieu-Van-Hanh\01-SOPs\05-SOP-500\sop-502-cnc-machining-operations.html | 10-Training-Academy\01-Competency-System\02-Levels\15-C15-Material-Science\C15-L1.html"
"part nghi","part nghi",9,5,false,"02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\02-JD-Production\jd-cleaning-and-packaging-supervisor.html | 02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\02-JD-Production\jd-deburr-team-lead.html | 02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\02-JD-Production\jd-deburr-technician.html"
"part nghi contamination","part nghi contamination",2,1,false,"02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\02-JD-Production\jd-cleaning-packaging-technician.html"
"Part no","part no",2,2,false,"03-Tai-Lieu-Van-Hanh\03-Reference\04-ANNEX-400\annex-402-outsource-special-process-pack.html | 10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-25.html"
"part number","part number",8,6,false,"03-Tai-Lieu-Van-Hanh\01-SOPs\02-SOP-200\sop-201-order-fulfillment-rfq-to-cash.html | 03-Tai-Lieu-Van-Hanh\01-SOPs\03-SOP-300\sop-303-engineering-release-baseline-package-and-job-snapshot-control.html | 03-Tai-Lieu-Van-Hanh\01-SOPs\04-SOP-400\sop-401-supplier-control-and-special-process.html"
"part OK","part OK",2,2,false,"02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\02-JD-Production\jd-cnc-operator.html | 02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\02-JD-Production\jd-deburr-technician.html"
"part package","part package",2,1,false,"03-Tai-Lieu-Van-Hanh\01-SOPs\01-SOP-100\sop-106-change-and-configuration-management.html"
"part sang","part sang",2,2,false,"02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\02-JD-Production\jd-deburr-team-lead.html | 03-Tai-Lieu-Van-Hanh\02-Work-Instructions\07-WI-700\wi-712-ultrasonic-cleaning-standard-work.html"
"part status","part status",3,3,false,"02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\04-JD-Quality\jd-qc-inspector-lead.html | 03-Tai-Lieu-Van-Hanh\01-SOPs\01-SOP-100\sop-108-operational-contingency-plan.html | 03-Tai-Lieu-Van-Hanh\02-Work-Instructions\05-WI-500\wi-512-3-axis-vertical-milling-guide.html"
"part suspect","part suspect",7,6,false,"02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\04-JD-Quality\jd-qc-inspector-cmm-programmer-operator.html | 03-Tai-Lieu-Van-Hanh\01-SOPs\05-SOP-500\sop-503-tooling-maintenance-pm-and-breakdown-response.html | 03-Tai-Lieu-Van-Hanh\01-SOPs\06-SOP-600\sop-604-spc-and-capability-control.html"
"part thay","part thay",2,2,false,"02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\03-JD-Engineering\jd-engineering-lead-manager.html | 10-Training-Academy\01-Competency-System\01-Framework\competency-metrics.html"
"part transfer","part transfer",3,2,false,"03-Tai-Lieu-Van-Hanh\02-Work-Instructions\05-WI-500\wi-511-machine-type-quick-reference.html | 03-Tai-Lieu-Van-Hanh\02-Work-Instructions\05-WI-500\wi-515-mill-turn-guide.html"
"part vacuum","part vacuum",2,2,false,"03-Tai-Lieu-Van-Hanh\02-Work-Instructions\05-WI-500\wi-501-dispatch-capacity-and-wip-control.html | 03-Tai-Lieu-Van-Hanh\03-Reference\06-ANNEX-600\annex-606-surface-finish-vacuum-compatibility.html"
"part vacuum-sensitive","part vacuum-sensitive",2,2,false,"03-Tai-Lieu-Van-Hanh\03-Reference\06-ANNEX-600\annex-606-surface-finish-vacuum-compatibility.html | 03-Tai-Lieu-Van-Hanh\03-Reference\08-ANNEX-800\annex-803-ppe-and-hazard-matrix.html"
"partial FAI","partial FAI",3,1,false,"03-Tai-Lieu-Van-Hanh\01-SOPs\03-SOP-300\sop-302-first-article-inspection-fai.html"
"partial lot","partial lot",2,2,false,"03-Tai-Lieu-Van-Hanh\01-SOPs\06-SOP-600\sop-603-aql-sampling-inspection.html | 03-Tai-Lieu-Van-Hanh\02-Work-Instructions\07-WI-700\wi-702-storage-environment-location-and-fifo-control.html"
"partial ship","partial ship",22,14,false,"03-Tai-Lieu-Van-Hanh\01-SOPs\01-SOP-100\sop-107-communication-management.html | 03-Tai-Lieu-Van-Hanh\01-SOPs\02-SOP-200\sop-201-order-fulfillment-rfq-to-cash.html | 03-Tai-Lieu-Van-Hanh\01-SOPs\02-SOP-200\sop-202-customer-complaint-feedback-rma-and-escape.html"
"partial shipment","partial shipment",14,7,true,"02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\06-JD-Sales\jd-customer-service.html | 03-Tai-Lieu-Van-Hanh\01-SOPs\04-SOP-400\sop-402-material-verification-traceability-and-counterfeit-prevention.html | 03-Tai-Lieu-Van-Hanh\01-SOPs\06-SOP-600\sop-605-final-inspection-coc-and-shipment-release.html"
"particle count","particle count",2,2,false,"03-Tai-Lieu-Van-Hanh\02-Work-Instructions\07-WI-700\wi-711-cleanroom-entry-and-gowning.html | 03-Tai-Lieu-Van-Hanh\02-Work-Instructions\07-WI-700\wi-712-ultrasonic-cleaning-standard-work.html"
"PASS cleaning","PASS cleaning",3,2,false,"03-Tai-Lieu-Van-Hanh\02-Work-Instructions\07-WI-700\wi-714-clean-packaging-handling-and-preservation.html | 03-Tai-Lieu-Van-Hanh\02-Work-Instructions\07-WI-700\wi-716-vacuum-compatible-clean-build-and-bagging.html"
"PASS cleanliness","PASS cleanliness",2,1,false,"03-Tai-Lieu-Van-Hanh\02-Work-Instructions\07-WI-700\wi-714-clean-packaging-handling-and-preservation.html"
"pass Evidence","pass evidence",2,2,false,"10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-05.html | 10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-28.html"
"PASS FAIL","PASS FAIL",26,18,false,"10-Training-Academy\02-Training-Content\02-OJT-Guides\ojt-role-cam-nc.html | 10-Training-Academy\02-Training-Content\02-OJT-Guides\ojt-role-operator.html | 10-Training-Academy\02-Training-Content\02-OJT-Guides\ojt-role-planner-dispatcher.html"
"PASS FAIL Tham","PASS FAIL tham",3,3,false,"10-Training-Academy\02-Training-Content\02-OJT-Guides\ojt-role-operator.html | 10-Training-Academy\02-Training-Content\02-OJT-Guides\ojt-role-setup-teamlead.html | 10-Training-Academy\02-Training-Content\02-OJT-Guides\ojt-role-warehouse-receiving.html"
"PASS HOLD","PASS HOLD",2,2,false,"03-Tai-Lieu-Van-Hanh\02-Work-Instructions\05-WI-500\wi-517-setup-changeover-smed-standard-work.html | 03-Tai-Lieu-Van-Hanh\02-Work-Instructions\07-WI-700\wi-701-receiving-iqc-traceability-and-put-away.html"
"PASS OJT","PASS OJT",2,2,false,"03-Tai-Lieu-Van-Hanh\01-SOPs\08-SOP-800\sop-801-competence-training-and-certification.html | 03-Tai-Lieu-Van-Hanh\03-Reference\08-ANNEX-800\annex-801-competency-levels-and-certification-rules.html"
"PASS QA","PASS QA",3,3,false,"10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-16.html | 10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-18.html | 10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-27.html"
"PASS Quiz","PASS quiz",3,3,false,"10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-20.html | 10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-22.html | 10-Training-Academy\03-System-Operations\02-Training-Ops\TRN-OPS-02.html"
"PASS verification","PASS verification",3,1,false,"03-Tai-Lieu-Van-Hanh\01-SOPs\07-SOP-700\sop-702-contamination-control-and-cleanliness.html"
"pattern location","pattern location",2,2,false,"10-Training-Academy\01-Competency-System\02-Levels\14-C14-Drawing-GDT\C14-L3.html | 10-Training-Academy\01-Competency-System\02-Levels\14-C14-Drawing-GDT\C14-L4.html"
"payment approval","payment approval",2,2,true,"02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\07-JD-Finance\jd-finance-manager.html | 03-Tai-Lieu-Van-Hanh\03-Reference\01-ANNEX-100\annex-120-authority-matrix.html"
"payment batch","payment batch",3,3,false,"02-Tai-Lieu-He-Thong\03-Organization\02-Department-Handbooks\dept-finance-handbook.html | 02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\07-JD-Finance\jd-ap-ar-and-payments-accountant.html | 03-Tai-Lieu-Van-Hanh\03-Reference\01-ANNEX-100\annex-123-deputy-backup-matrix.html"
"payment exception","payment exception",2,1,false,"02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\07-JD-Finance\jd-ap-ar-and-payments-accountant.html"
"payment proposal","payment proposal",4,2,false,"02-Tai-Lieu-He-Thong\03-Organization\02-Department-Handbooks\dept-finance-handbook.html | 02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\07-JD-Finance\jd-ap-ar-and-payments-accountant.html"
"payment term","payment term",5,3,false,"02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\07-JD-Finance\jd-ap-ar-and-payments-accountant.html | 02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\07-JD-Finance\jd-finance-manager.html | 03-Tai-Lieu-Van-Hanh\01-SOPs\02-SOP-200\sop-201-order-fulfillment-rfq-to-cash.html"
"Payments Accountant","payments accountant",9,5,false,"02-Tai-Lieu-He-Thong\03-Organization\02-Department-Handbooks\dept-finance-handbook.html | 02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\07-JD-Finance\jd-ap-ar-and-payments-accountant.html | 02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\07-JD-Finance\jd-general-ledger-and-payroll-accountant.html"
"payments cycle","payments cycle",2,1,false,"02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\07-JD-Finance\jd-ap-ar-and-payments-accountant.html"
"Payroll Accountant","payroll accountant",11,5,false,"02-Tai-Lieu-He-Thong\03-Organization\02-Department-Handbooks\dept-finance-handbook.html | 02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\07-JD-Finance\jd-ap-ar-and-payments-accountant.html | 02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\07-JD-Finance\jd-general-ledger-and-payroll-accountant.html"
"payroll calculation","payroll calculation",2,1,false,"02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\07-JD-Finance\jd-general-ledger-and-payroll-accountant.html"
"payroll control","payroll control",2,2,false,"02-Tai-Lieu-He-Thong\03-Organization\02-Department-Handbooks\dept-hr-handbook.html | 02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\07-JD-Finance\jd-general-ledger-and-payroll-accountant.html"
"payroll controls","payroll controls",6,3,false,"02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\07-JD-Finance\jd-ap-ar-and-payments-accountant.html | 02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\07-JD-Finance\jd-finance-manager.html | 02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\07-JD-Finance\jd-general-ledger-and-payroll-accountant.html"
